cluster,number_of_accidents,average_accident_time,most_common_day
2179,1,2023-06-25 00:00:00+00:00,SUN
2180,1,2023-06-22 00:00:00+00:00,THU
2181,1,2023-06-13 00:00:00+00:00,TUE
2182,1,2023-06-23 00:00:00+00:00,FRI
2183,1,2023-06-15 00:00:00+00:00,THU
2184,1,2023-06-22 00:00:00+00:00,THU
2185,1,2023-06-08 00:00:00+00:00,THU
2186,1,2023-06-18 00:00:00+00:00,SUN
2187,1,2023-06-06 00:00:00+00:00,TUE
2188,3,2021-10-11 08:00:00+00:00,TUE
2189,1,2023-06-07 00:00:00+00:00,WED
2190,1,2023-05-27 00:00:00+00:00,SAT
2191,2,2022-07-24 22:33:30+00:00,FRI
2192,1,2023-03-17 00:00:00+00:00,FRI
2193,2,2022-06-06 12:00:00+00:00,MON
2194,1,2023-06-26 00:00:00+00:00,MON
2195,1,2023-06-30 00:00:00+00:00,FRI
2196,1,2023-06-30 00:00:00+00:00,FRI
2197,1,2023-06-26 00:00:00+00:00,MON
2198,1,2023-06-19 00:00:00+00:00,MON
2199,1,2023-06-29 00:00:00+00:00,THU
2200,2,2023-04-09 00:00:00+00:00,SUN
2201,1,2023-06-27 00:00:00+00:00,TUE
2202,2,2023-08-02 12:00:00+00:00,THU
2203,1,2023-07-01 00:00:00+00:00,SAT
2204,1,2023-07-01 00:00:00+00:00,SAT
2205,1,2023-06-17 00:00:00+00:00,SAT
2206,7,2022-03-30 09:45:42.857142784+00:00,SAT
2207,1,2023-06-28 00:00:00+00:00,WED
2208,1,2023-06-30 00:00:00+00:00,FRI
2209,2,2022-11-27 00:00:00+00:00,SUN
2210,1,2023-06-25 00:00:00+00:00,SUN
2211,1,2023-04-21 00:00:00+00:00,FRI
2212,1,2023-06-19 00:00:00+00:00,MON
2213,3,2021-10-20 00:00:00+00:00,FRI
2214,3,2023-06-24 00:00:00+00:00,SAT
2215,1,2023-07-08 00:00:00+00:00,SAT
2216,1,2023-07-07 00:00:00+00:00,FRI
2217,1,2023-06-11 00:00:00+00:00,SUN
2218,1,2023-06-19 00:00:00+00:00,MON
2219,4,2021-03-13 00:00:00+00:00,THU
2220,1,2023-04-05 00:00:00+00:00,WED
2221,2,2021-12-25 00:00:00+00:00,SAT
2222,1,2023-06-27 00:00:00+00:00,TUE
2223,14,2021-03-09 23:31:25.714285824+00:00,THU
2224,1,2023-07-04 00:00:00+00:00,TUE
2225,1,2023-06-25 00:00:00+00:00,SUN
2226,1,2023-07-10 00:00:00+00:00,MON
2227,5,2022-07-12 08:32:00+00:00,THU
2228,1,2023-07-01 00:00:00+00:00,SAT
2229,1,2023-07-10 00:00:00+00:00,MON
2230,2,2022-04-14 00:00:00+00:00,TUE
2231,1,2023-07-09 00:00:00+00:00,SUN
2232,7,2021-11-15 10:17:08.571428608+00:00,TUE
2233,2,2022-12-04 00:00:00+00:00,FRI
2234,2,2022-02-08 00:00:00+00:00,WED
2235,1,2023-06-16 00:00:00+00:00,FRI
2236,1,2023-07-02 00:00:00+00:00,SUN
2237,1,2023-07-14 00:00:00+00:00,FRI
2238,2,2022-07-02 00:00:00+00:00,SUN
2239,1,2023-06-12 00:00:00+00:00,MON
2240,2,2022-01-20 12:00:00+00:00,SUN
2241,1,2023-07-07 00:00:00+00:00,FRI
2242,1,2020-06-24 23:00:00+00:00,WED
2243,1,2023-06-26 00:00:00+00:00,MON
2244,1,2023-07-11 00:00:00+00:00,TUE
2245,1,2023-07-16 00:00:00+00:00,SUN
2246,1,2023-07-18 00:00:00+00:00,TUE
2247,1,2023-07-13 00:00:00+00:00,THU
2248,1,2023-07-15 09:06:00+00:00,SAT
2249,1,2023-07-19 00:00:00+00:00,WED
2250,1,2023-07-05 00:00:00+00:00,WED
2251,1,2023-07-19 00:00:00+00:00,WED
2252,1,2023-07-05 00:00:00+00:00,WED
2253,1,2023-07-04 00:00:00+00:00,TUE
2254,2,2022-06-22 12:00:00+00:00,SAT
2255,1,2023-07-12 00:00:00+00:00,WED
2256,1,2023-07-14 00:00:00+00:00,FRI
2257,3,2022-08-01 16:00:00+00:00,TUE
2258,1,2023-07-20 00:00:00+00:00,THU
2259,1,2023-06-24 00:00:00+00:00,SAT
2260,1,2023-07-14 00:00:00+00:00,FRI
2261,2,2022-07-11 00:00:00+00:00,FRI
2262,4,2022-09-09 16:23:15+00:00,THU
2263,1,2023-07-05 00:00:00+00:00,WED
2264,1,2023-07-18 00:00:00+00:00,TUE
2265,5,2021-11-18 04:48:00+00:00,SAT
2266,1,2023-07-23 00:00:00+00:00,SUN
2267,2,2022-12-11 00:00:00+00:00,WED
2268,3,2022-02-27 00:00:00+00:00,MON
2269,1,2023-07-24 00:00:00+00:00,MON
2270,1,2023-07-17 00:00:00+00:00,MON
2271,3,2022-09-25 02:50:00+00:00,THU
2272,1,2023-06-07 00:00:00+00:00,WED
2273,1,2023-07-09 00:00:00+00:00,SUN
2274,1,2023-07-19 00:00:00+00:00,WED
2275,1,2023-06-12 00:00:00+00:00,MON
2276,1,2023-07-21 00:00:00+00:00,FRI
2277,1,2023-07-25 00:00:00+00:00,TUE
2278,1,2023-05-18 00:00:00+00:00,THU
2279,1,2023-05-06 00:00:00+00:00,SAT
2280,1,2023-06-28 00:00:00+00:00,WED
2281,3,2021-12-09 08:00:00+00:00,TUE
2282,1,2023-05-15 00:00:00+00:00,MON
2283,1,2023-07-21 00:00:00+00:00,FRI
2284,1,2023-07-24 00:00:00+00:00,MON
2285,1,2023-07-08 00:00:00+00:00,SAT
2286,2,2021-11-03 08:57:30+00:00,THU
2287,3,2022-11-07 06:01:00+00:00,TUE
2288,1,2023-07-04 22:09:00+00:00,TUE
2289,1,2023-07-26 10:20:00+00:00,WED
2290,1,2023-07-15 00:00:00+00:00,SAT
2291,1,2023-07-17 00:00:00+00:00,MON
2292,1,2023-07-25 12:26:00+00:00,TUE
2293,1,2023-07-26 00:00:00+00:00,WED
2294,2,2022-10-04 12:00:00+00:00,THU
2295,1,2023-07-29 00:00:00+00:00,SAT
2296,1,2023-07-24 00:00:00+00:00,MON
2297,1,2023-07-08 00:00:00+00:00,SAT
2298,1,2023-07-21 00:00:00+00:00,FRI
2299,1,2023-07-27 00:00:00+00:00,THU
2300,1,2023-07-10 00:00:00+00:00,MON
2301,1,2023-07-21 00:00:00+00:00,FRI
2302,3,2021-10-07 08:00:00+00:00,SUN
2303,1,2023-07-13 00:00:00+00:00,THU
2304,1,2023-07-17 00:00:00+00:00,MON
2305,1,2023-07-26 00:00:00+00:00,WED
2306,1,2023-08-02 00:00:00+00:00,WED
2307,8,2022-02-17 00:00:00+00:00,FRI
2308,4,2021-09-28 18:00:00+00:00,WED
2309,1,2023-07-23 00:00:00+00:00,SUN
2310,1,2023-08-05 00:00:00+00:00,SAT
2311,2,2022-08-29 12:00:00+00:00,THU
2312,1,2023-08-07 00:00:00+00:00,MON
2313,2,2023-01-03 12:00:00+00:00,SUN
2314,1,2023-08-05 00:00:00+00:00,SAT
2315,1,2023-08-04 00:00:00+00:00,FRI
2316,1,2023-08-09 13:43:00+00:00,WED
2317,1,2023-08-08 00:00:00+00:00,TUE
2318,1,2023-08-07 00:00:00+00:00,MON
2319,1,2023-08-13 00:00:00+00:00,SUN
2320,1,2023-06-22 00:00:00+00:00,THU
2321,1,2023-07-30 00:00:00+00:00,SUN
2322,1,2023-07-27 00:00:00+00:00,THU
2323,1,2023-07-31 00:00:00+00:00,MON
2324,4,2021-11-30 03:23:15+00:00,FRI
2325,1,2023-08-12 00:00:00+00:00,SAT
2326,1,2023-07-23 00:00:00+00:00,SUN
2327,1,2023-07-19 00:00:00+00:00,WED
2328,1,2023-08-05 00:00:00+00:00,SAT
2329,1,2023-08-12 00:00:00+00:00,SAT
2330,1,2023-08-15 00:00:00+00:00,TUE
2331,1,2023-08-07 00:00:00+00:00,MON
2332,1,2023-08-13 00:00:00+00:00,SUN
2333,2,2023-08-31 05:48:00+00:00,SAT
2334,1,2023-08-11 00:00:00+00:00,FRI
2335,1,2023-08-12 00:00:00+00:00,SAT
2336,1,2023-07-25 00:00:00+00:00,TUE
2337,1,2023-08-10 00:00:00+00:00,THU
2338,8,2021-11-20 02:00:00+00:00,FRI
2339,2,2022-12-30 12:00:00+00:00,MON
2340,1,2023-07-26 00:00:00+00:00,WED
2341,9,2021-06-25 05:20:00+00:00,THU
2342,1,2023-08-17 00:00:00+00:00,THU
2343,3,2022-06-14 16:00:00+00:00,THU
2344,2,2022-12-08 00:00:00+00:00,FRI
2345,2,2022-08-13 12:00:00+00:00,SAT
2346,1,2023-08-17 00:00:00+00:00,THU
2347,1,2023-08-14 00:00:00+00:00,MON
2348,3,2021-09-20 00:00:00+00:00,SUN
2349,1,2023-05-14 00:00:00+00:00,SUN
2350,4,2022-01-08 18:00:00+00:00,THU
2351,2,2022-05-14 00:00:00+00:00,SAT
2352,2,2022-12-08 00:00:00+00:00,SAT
2353,1,2023-08-11 00:00:00+00:00,FRI
2354,1,2023-08-15 00:00:00+00:00,TUE
2355,1,2023-08-22 00:00:00+00:00,TUE
2356,1,2023-08-20 00:00:00+00:00,SUN
2357,1,2023-08-20 00:00:00+00:00,SUN
2358,1,2023-08-07 00:00:00+00:00,MON
2359,5,2021-07-03 18:19:48+00:00,SAT
2360,2,2022-08-04 00:00:00+00:00,FRI
2361,1,2023-08-11 00:00:00+00:00,FRI
2362,1,2023-08-19 00:00:00+00:00,SAT
2363,3,2022-04-21 00:15:00+00:00,THU
2364,1,2023-08-23 00:00:00+00:00,WED
2365,5,2021-08-08 04:48:00+00:00,THU
2366,1,2023-08-18 00:00:00+00:00,FRI
2367,2,2022-07-21 12:00:00+00:00,WED
2368,3,2021-12-14 22:06:40+00:00,SUN
2369,2,2022-07-21 12:00:00+00:00,TUE
2370,1,2023-08-25 00:00:00+00:00,FRI
2371,3,2022-03-23 08:00:00+00:00,MON
2372,1,2023-08-26 21:30:00+00:00,SAT
2373,1,2023-03-19 00:00:00+00:00,SUN
2374,1,2023-05-28 00:00:00+00:00,SUN
2375,1,2023-08-20 00:00:00+00:00,SUN
2376,4,2022-01-17 09:12:30+00:00,SAT
2377,1,2023-08-27 00:00:00+00:00,SUN
2378,1,2023-08-26 00:00:00+00:00,SAT
2379,4,2021-05-24 12:00:00+00:00,WED
2380,1,2023-08-18 00:00:00+00:00,FRI
2381,1,2023-08-20 00:00:00+00:00,SUN
2382,1,2023-08-22 10:53:00+00:00,TUE
2383,1,2023-08-22 00:00:00+00:00,TUE
2384,1,2023-08-28 00:00:00+00:00,MON
2385,1,2023-09-01 00:00:00+00:00,FRI
2386,1,2023-08-10 00:00:00+00:00,THU
2387,1,2023-08-23 00:00:00+00:00,WED
2388,1,2023-09-01 17:26:00+00:00,FRI
2389,1,2023-08-31 00:00:00+00:00,THU
2390,1,2023-08-29 00:00:00+00:00,TUE
2391,2,2022-06-21 12:00:00+00:00,SAT
2392,2,2023-09-04 00:00:00+00:00,MON
2393,1,2023-08-29 00:00:00+00:00,TUE
2394,2,2023-09-04 12:00:00+00:00,WED
2395,5,2022-02-17 10:50:12+00:00,SUN
2396,1,2023-07-22 00:00:00+00:00,SAT
2397,4,2022-05-10 04:30:30+00:00,SAT
2398,1,2023-09-01 00:00:00+00:00,FRI
2399,1,2023-09-05 00:00:00+00:00,TUE
2400,1,2023-09-04 00:00:00+00:00,MON
2401,1,2023-09-04 00:00:00+00:00,MON
2402,1,2023-09-10 10:35:00+00:00,SUN
2403,1,2023-08-20 00:00:00+00:00,SUN
2404,1,2023-09-10 00:00:00+00:00,SUN
2405,1,2023-07-24 00:00:00+00:00,MON
2406,1,2023-09-12 21:37:00+00:00,TUE
2407,1,2023-09-05 00:00:00+00:00,TUE
2408,1,2023-09-12 00:00:00+00:00,TUE
2409,1,2023-08-24 00:00:00+00:00,THU
2410,1,2023-09-15 00:00:00+00:00,FRI
2411,2,2022-12-24 00:00:00+00:00,SAT
2412,1,2023-09-10 00:00:00+00:00,SUN
2413,1,2023-09-12 00:00:00+00:00,TUE
2414,2,2022-09-20 12:00:00+00:00,WED
2415,2,2022-07-07 00:00:00+00:00,FRI
2416,2,2022-02-21 00:00:00+00:00,SAT
2417,1,2023-09-07 00:00:00+00:00,THU
2418,1,2023-09-12 00:00:00+00:00,TUE
2419,5,2021-05-17 00:00:00+00:00,MON
2420,4,2021-05-29 04:58:00+00:00,FRI
2421,1,2023-08-20 00:00:00+00:00,SUN
2422,1,2023-09-12 00:00:00+00:00,TUE
2423,1,2023-09-02 00:00:00+00:00,SAT
2424,6,2021-12-02 15:23:10+00:00,THU
2425,1,2023-09-13 00:00:00+00:00,WED
2426,2,2022-07-21 00:19:00+00:00,TUE
2427,1,2023-08-26 00:00:00+00:00,SAT
2428,1,2023-09-14 00:00:00+00:00,THU
2429,2,2022-10-12 00:00:00+00:00,WED
2430,1,2023-09-19 00:00:00+00:00,TUE
2431,1,2023-09-21 00:00:00+00:00,THU
2432,1,2023-09-22 00:00:00+00:00,FRI
2433,1,2023-09-15 00:00:00+00:00,FRI
2434,1,2023-09-16 00:00:00+00:00,SAT
2435,1,2023-09-16 00:00:00+00:00,SAT
2436,1,2023-09-21 00:00:00+00:00,THU
2437,1,2023-09-23 00:00:00+00:00,SAT
2438,1,2023-09-21 00:00:00+00:00,THU
2439,1,2023-09-25 00:00:00+00:00,MON
2440,2,2022-03-04 12:00:00+00:00,TUE
2441,2,2021-11-16 00:00:00+00:00,MON
2442,7,2021-05-24 17:08:34.285714176+00:00,SAT
2443,1,2023-09-25 00:00:00+00:00,MON
2444,1,2023-09-29 00:00:00+00:00,FRI
2445,1,2023-09-29 00:00:00+00:00,FRI
2446,1,2023-09-23 00:00:00+00:00,SAT
2447,1,2023-09-23 00:00:00+00:00,SAT
2448,1,2023-09-22 00:00:00+00:00,FRI
2449,3,2022-06-10 08:00:00+00:00,FRI
2450,1,2023-09-27 00:00:00+00:00,WED
2451,2,2021-11-17 00:00:00+00:00,FRI
2452,1,2022-02-07 00:00:00+00:00,MON
2453,1,2022-02-04 00:00:00+00:00,FRI
2454,1,2022-02-05 00:00:00+00:00,SAT
2455,1,2022-02-03 00:00:00+00:00,THU
2456,1,2022-02-11 00:00:00+00:00,FRI
2457,2,2021-05-26 20:45:00+00:00,THU
2458,1,2022-02-08 15:38:00+00:00,TUE
2459,3,2021-10-14 00:00:00+00:00,TUE
2460,1,2022-01-20 00:00:00+00:00,THU
2461,1,2022-02-03 08:35:00+00:00,THU
2462,1,2022-02-14 00:00:00+00:00,MON
2463,1,2022-02-16 00:00:00+00:00,WED
2464,1,2022-02-12 00:00:00+00:00,SAT
2465,1,2022-02-12 00:00:00+00:00,SAT
2466,1,2022-02-17 00:00:00+00:00,THU
2467,1,2022-02-17 00:00:00+00:00,THU
2468,8,2021-01-12 09:00:00+00:00,MON
2469,1,2022-02-12 18:01:00+00:00,SAT
2470,5,2021-04-11 03:27:00+00:00,THU
2471,2,2021-07-22 12:00:00+00:00,SUN
2472,1,2022-02-18 16:04:00+00:00,FRI
2473,3,2021-11-11 16:00:00+00:00,SUN
2474,1,2022-02-19 00:00:00+00:00,SAT
2475,1,2022-02-11 00:00:00+00:00,FRI
2476,1,2022-02-18 00:00:00+00:00,FRI
2477,1,2022-02-23 00:00:00+00:00,WED
2478,1,2022-02-23 00:00:00+00:00,WED
2479,1,2022-02-19 00:00:00+00:00,SAT
2480,2,2021-05-13 12:00:00+00:00,SAT
2481,1,2022-02-22 14:40:00+00:00,TUE
2482,2,2021-04-22 12:00:00+00:00,WED
2483,1,2022-02-08 00:00:00+00:00,TUE
2484,1,2022-02-26 00:00:00+00:00,SAT
2485,4,2021-07-06 00:00:00+00:00,TUE
2486,2,2021-11-07 12:00:00+00:00,TUE
2487,1,2022-02-12 00:00:00+00:00,SAT
2488,2,2021-05-27 00:00:00+00:00,WED
2489,1,2022-02-24 00:00:00+00:00,THU
2490,1,2022-03-01 00:00:00+00:00,TUE
2491,1,2022-02-24 00:00:00+00:00,THU
2492,3,2021-07-12 16:00:00+00:00,THU
2493,2,2021-07-21 12:00:00+00:00,MON
2494,6,2021-07-21 16:00:00+00:00,TUE
2495,1,2022-03-04 00:00:00+00:00,FRI
2496,4,2021-07-25 00:00:00+00:00,TUE
2497,1,2022-02-25 00:00:00+00:00,FRI
2498,1,2022-03-01 15:27:00+00:00,TUE
2499,1,2022-02-28 00:00:00+00:00,MON
2500,1,2022-03-04 00:00:00+00:00,FRI
2501,1,2022-03-05 00:00:00+00:00,SAT
2502,1,2022-03-06 00:00:00+00:00,SUN
2503,1,2022-03-05 00:00:00+00:00,SAT
2504,2,2021-05-23 12:00:00+00:00,MON
2505,1,2022-02-25 00:00:00+00:00,FRI
2506,2,2022-04-01 00:00:00+00:00,MON
2507,1,2022-03-07 00:00:00+00:00,MON
2508,1,2022-03-07 00:00:00+00:00,MON
2509,1,2022-03-07 00:00:00+00:00,MON
2510,6,2021-01-14 06:50:00+00:00,THU
2511,1,2022-03-03 00:00:00+00:00,THU
2512,2,2021-11-26 12:00:00+00:00,TUE
2513,1,2022-03-05 00:00:00+00:00,SAT
2514,1,2022-02-27 00:00:00+00:00,SUN
2515,1,2022-03-09 00:00:00+00:00,WED
2516,2,2021-10-23 00:00:00+00:00,SAT
2517,1,2022-03-13 00:00:00+00:00,SUN
2518,1,2022-03-13 00:00:00+00:00,SUN
2519,1,2022-03-13 00:00:00+00:00,SUN
2520,1,2022-03-04 00:00:00+00:00,FRI
2521,1,2022-03-07 00:00:00+00:00,MON
2522,1,2022-03-10 00:00:00+00:00,THU
2523,2,2021-09-30 12:00:00+00:00,MON
2524,1,2022-03-04 00:00:00+00:00,FRI
2525,6,2021-01-21 20:00:00+00:00,MON
2526,1,2022-03-11 00:00:00+00:00,FRI
2527,1,2022-03-16 00:00:00+00:00,WED
2528,1,2022-03-14 00:00:00+00:00,MON
2529,1,2022-03-16 00:00:00+00:00,WED
2530,1,2022-03-09 00:00:00+00:00,WED
2531,1,2022-03-06 00:00:00+00:00,SUN
2532,1,2022-02-28 00:00:00+00:00,MON
2533,2,2021-09-30 00:00:00+00:00,WED
2534,1,2022-03-18 00:00:00+00:00,FRI
2535,1,2022-03-18 00:00:00+00:00,FRI
2536,1,2022-03-18 00:00:00+00:00,FRI
2537,1,2022-03-18 00:00:00+00:00,FRI
2538,1,2022-03-16 00:00:00+00:00,WED
2539,1,2022-03-19 00:00:00+00:00,SAT
2540,1,2022-03-22 00:00:00+00:00,TUE
2541,2,2021-07-22 00:00:00+00:00,MON
2542,1,2022-03-23 00:00:00+00:00,WED
2543,3,2021-11-09 18:40:40+00:00,MON
2544,1,2022-03-18 00:00:00+00:00,FRI
2545,1,2022-03-27 10:29:00+00:00,SUN
2546,1,2022-03-28 12:28:00+00:00,MON
2547,5,2021-01-06 11:47:00+00:00,TUE
2548,2,2022-04-27 00:00:00+00:00,TUE
2549,1,2022-03-25 00:00:00+00:00,FRI
2550,1,2022-03-18 00:00:00+00:00,FRI
2551,2,2022-04-01 12:00:00+00:00,THU
2552,1,2022-04-02 00:00:00+00:00,SAT
2553,2,2021-11-14 00:00:00+00:00,TUE
2554,4,2021-09-02 18:00:00+00:00,MON
2555,1,2022-04-04 00:00:00+00:00,MON
2556,2,2021-12-05 05:25:00+00:00,TUE
2557,1,2022-03-26 00:00:00+00:00,SAT
2558,1,2022-04-01 00:00:00+00:00,FRI
2559,1,2022-03-21 00:00:00+00:00,MON
2560,1,2022-04-07 00:00:00+00:00,THU
2561,1,2022-04-08 00:00:00+00:00,FRI
2562,1,2022-04-05 00:00:00+00:00,TUE
2563,1,2022-04-07 00:00:00+00:00,THU
2564,1,2022-04-06 00:00:00+00:00,WED
2565,1,2022-04-08 00:00:00+00:00,FRI
2566,1,2022-04-07 00:00:00+00:00,THU
2567,1,2022-04-06 00:00:00+00:00,WED
2568,1,2022-04-11 00:00:00+00:00,MON
2569,1,2022-04-10 00:00:00+00:00,SUN
2570,1,2022-04-09 00:00:00+00:00,SAT
2571,1,2022-04-04 00:00:00+00:00,MON
2572,2,2022-01-06 12:00:00+00:00,FRI
2573,1,2022-04-08 00:00:00+00:00,FRI
2574,2,2021-08-12 00:00:00+00:00,WED
2575,1,2022-04-13 00:00:00+00:00,WED
2576,1,2022-04-13 00:00:00+00:00,WED
2577,2,2022-04-21 12:00:00+00:00,SUN
2578,4,2021-02-17 06:00:00+00:00,FRI
2579,2,2021-05-16 12:00:00+00:00,FRI
2580,1,2022-04-10 00:00:00+00:00,SUN
2581,2,2022-05-11 00:00:00+00:00,TUE
2582,3,2021-04-30 08:00:00+00:00,MON
2583,1,2022-02-13 00:00:00+00:00,SUN
2584,1,2022-04-14 00:00:00+00:00,THU
2585,1,2022-04-19 00:00:00+00:00,TUE
2586,2,2022-03-28 04:27:00+00:00,MON
2587,1,2022-04-24 00:00:00+00:00,SUN
2588,1,2022-04-25 00:00:00+00:00,MON
2589,1,2022-04-24 00:00:00+00:00,SUN
2590,1,2022-04-25 00:00:00+00:00,MON
2591,1,2022-04-28 00:00:00+00:00,THU
2592,1,2022-04-25 00:00:00+00:00,MON
2593,1,2022-04-29 00:00:00+00:00,FRI
2594,1,2022-04-05 00:00:00+00:00,TUE
2595,1,2022-05-01 00:00:00+00:00,SUN
2596,1,2022-04-25 00:00:00+00:00,MON
2597,1,2022-05-05 00:00:00+00:00,THU
2598,2,2021-09-24 12:00:00+00:00,THU
2599,6,2021-04-29 16:00:00+00:00,SAT
2600,1,2022-05-01 00:00:00+00:00,SUN
2601,2,2021-09-08 12:00:00+00:00,FRI
2602,2,2021-12-24 00:00:00+00:00,SAT
2603,1,2022-04-29 00:00:00+00:00,FRI
2604,1,2022-05-01 00:00:00+00:00,SUN
2605,1,2022-05-02 00:00:00+00:00,MON
2606,2,2021-03-26 23:41:30+00:00,TUE
2607,1,2022-05-02 00:00:00+00:00,MON
2608,1,2022-04-29 00:00:00+00:00,FRI
2609,1,2022-05-06 00:00:00+00:00,FRI
2610,2,2021-08-22 12:00:00+00:00,SUN
2611,1,2022-04-19 00:00:00+00:00,TUE
2612,1,2022-05-07 00:00:00+00:00,SAT
2613,1,2022-05-04 00:00:00+00:00,WED
2614,2,2022-05-18 00:00:00+00:00,THU
2615,2,2021-10-16 00:00:00+00:00,WED
2616,1,2022-04-28 00:00:00+00:00,THU
2617,1,2022-05-07 00:00:00+00:00,SAT
2618,1,2022-05-11 00:00:00+00:00,WED
2619,1,2022-05-09 00:00:00+00:00,MON
2620,4,2021-02-07 17:00:00+00:00,SAT
2621,1,2022-05-07 00:00:00+00:00,SAT
2622,1,2022-05-13 23:04:00+00:00,FRI
2623,1,2022-05-15 00:00:00+00:00,SUN
2624,1,2022-05-16 00:00:00+00:00,MON
2625,1,2022-05-12 00:00:00+00:00,THU
2626,2,2021-09-13 10:57:30+00:00,TUE
2627,2,2021-09-10 22:01:30+00:00,FRI
2628,1,2022-05-10 00:00:00+00:00,TUE
2629,1,2022-05-17 00:00:00+00:00,TUE
2630,2,2021-05-09 00:00:00+00:00,THU
2631,1,2022-05-16 00:00:00+00:00,MON
2632,2,2021-05-13 12:00:00+00:00,TUE
2633,1,2022-05-18 00:00:00+00:00,WED
2634,1,2022-05-13 00:00:00+00:00,FRI
2635,1,2022-05-19 00:00:00+00:00,THU
2636,1,2022-05-20 00:00:00+00:00,FRI
2637,1,2022-05-22 08:45:00+00:00,SUN
2638,2,2021-07-29 12:00:00+00:00,WED
2639,1,2022-05-19 00:00:00+00:00,THU
2640,1,2022-04-23 00:00:00+00:00,SAT
2641,3,2021-05-24 00:00:00+00:00,MON
2642,2,2021-09-28 00:00:00+00:00,TUE
2643,1,2022-05-21 00:00:00+00:00,SAT
2644,1,2022-05-25 00:00:00+00:00,WED
2645,1,2022-05-20 00:00:00+00:00,FRI
2646,1,2022-05-03 00:00:00+00:00,TUE
2647,1,2022-05-25 00:00:00+00:00,WED
2648,1,2022-05-21 00:00:00+00:00,SAT
2649,1,2022-05-24 00:00:00+00:00,TUE
2650,1,2022-05-07 00:00:00+00:00,SAT
2651,1,2022-05-29 00:00:00+00:00,SUN
2652,1,2022-05-17 00:00:00+00:00,TUE
2653,1,2022-05-26 00:00:00+00:00,THU
2654,1,2022-05-28 00:00:00+00:00,SAT
2655,2,2021-12-27 00:00:00+00:00,TUE
2656,1,2022-05-26 00:00:00+00:00,THU
2657,2,2021-05-11 12:00:00+00:00,FRI
2658,1,2022-06-02 00:00:00+00:00,THU
2659,2,2022-05-24 12:00:00+00:00,FRI
2660,1,2022-05-21 00:00:00+00:00,SAT
2661,1,2022-06-02 00:00:00+00:00,THU
2662,1,2022-06-01 00:00:00+00:00,WED
2663,1,2022-06-04 00:00:00+00:00,SAT
2664,3,2022-05-16 16:00:00+00:00,THU
2665,1,2022-06-01 00:00:00+00:00,WED
2666,2,2022-02-01 12:00:00+00:00,THU
2667,1,2022-06-02 00:00:00+00:00,THU
2668,1,2022-05-28 00:00:00+00:00,SAT
2669,2,2022-01-23 00:00:00+00:00,TUE
2670,1,2022-06-07 00:00:00+00:00,TUE
2671,2,2021-09-26 00:00:00+00:00,SAT
2672,1,2022-06-03 00:00:00+00:00,FRI
2673,1,2022-06-05 00:00:00+00:00,SUN
2674,1,2022-06-07 00:00:00+00:00,TUE
2675,1,2022-06-05 00:00:00+00:00,SUN
2676,2,2021-07-15 12:00:00+00:00,SAT
2677,1,2022-06-07 00:00:00+00:00,TUE
2678,2,2021-08-16 12:00:00+00:00,FRI
2679,1,2022-06-01 00:00:00+00:00,WED
2680,1,2022-06-01 00:00:00+00:00,WED
2681,1,2022-06-10 00:00:00+00:00,FRI
2682,1,2022-06-11 00:00:00+00:00,SAT
2683,2,2022-01-31 00:54:30+00:00,WED
2684,2,2021-12-22 08:59:00+00:00,SAT
2685,6,2021-04-18 20:05:10+00:00,SAT
2686,1,2022-05-27 00:00:00+00:00,FRI
2687,2,2021-08-11 12:00:00+00:00,WED
2688,1,2022-05-25 00:00:00+00:00,WED
2689,1,2022-06-15 00:00:00+00:00,WED
2690,1,2022-06-01 22:30:00+00:00,WED
2691,2,2021-09-02 00:00:00+00:00,WED
2692,1,2022-05-31 00:00:00+00:00,TUE
2693,4,2021-10-15 06:00:00+00:00,MON
2694,1,2022-05-13 00:00:00+00:00,FRI
2695,1,2022-06-01 00:00:00+00:00,WED
2696,1,2022-05-24 00:00:00+00:00,TUE
2697,1,2022-05-25 00:00:00+00:00,WED
2698,1,2022-05-18 00:00:00+00:00,WED
2699,2,2022-03-31 12:00:00+00:00,MON
2700,1,2022-05-15 00:00:00+00:00,SUN
2701,1,2022-05-09 00:00:00+00:00,MON
2702,1,2022-05-03 00:00:00+00:00,TUE
2703,1,2022-05-05 00:00:00+00:00,THU
2704,2,2021-06-16 00:00:00+00:00,MON
2705,1,2022-05-07 00:00:00+00:00,SAT
2706,2,2021-07-07 12:00:00+00:00,MON
2707,2,2021-04-17 00:00:00+00:00,SAT
2708,1,2022-04-18 00:00:00+00:00,MON
2709,1,2022-04-22 00:00:00+00:00,FRI
2710,1,2022-04-22 00:00:00+00:00,FRI
2711,1,2022-04-18 00:00:00+00:00,MON
2712,1,2022-04-21 00:00:00+00:00,THU
2713,1,2022-04-19 00:00:00+00:00,TUE
2714,1,2022-04-14 00:00:00+00:00,THU
2715,1,2022-04-06 00:00:00+00:00,WED
2716,4,2021-07-14 07:58:45+00:00,WED
2717,1,2022-04-07 00:00:00+00:00,THU
2718,2,2021-11-29 10:20:00+00:00,WED
2719,1,2022-04-04 00:00:00+00:00,MON
2720,5,2021-08-11 09:36:00+00:00,MON
2721,1,2022-03-24 00:00:00+00:00,THU
2722,1,2022-03-20 00:00:00+00:00,SUN
2723,1,2022-03-12 00:00:00+00:00,SAT
